run_id,scenario,phase,src_id,field_observer_model,engineer_model,model_class,observer_model,postmortem,round_time_budget_seconds,random_seed,history,rounds_after_swap,total_rounds,round_success_count,round_success_after_resume,perplexity,english_ngram_surprisal,message_entropy,gzip_compression_ratio,mcm,labels
veyru/1781731167,veyru,replace_learned,veyru/1779908251,gpt-5.4,gpt-5.4,closed,,TRUE,250,FALSE,1,10,25,9,0.2727272727,6.764903128,3.280053158,3.974016336,0.97820566,63.07692308,protocol_learnability|phase=replace_learned|budget=250|model=gpt54|history=1|src=veyru/1779908251|ordered_easy_rounds
veyru/1781731168,veyru,replace_learned,veyru/1779908251,gpt-5.4,gpt-5.4,closed,,TRUE,250,FALSE,1,10,25,10,0.3636363636,6.638992854,3.200686668,4.025484329,0.9499773248,66.13131313,protocol_learnability|phase=replace_learned|budget=250|model=gpt54|history=1|src=veyru/1779908251|ordered_easy_rounds
veyru/1781731173,veyru,replace_learned,veyru/1779908251,gpt-5.4,gpt-5.4,closed,,TRUE,250,FALSE,1,10,25,7,0.09090909091,6.502484879,3.127492739,3.999551649,0.9575993219,65.71,protocol_learnability|phase=replace_learned|budget=250|model=gpt54|history=1|src=veyru/1779908251|ordered_easy_rounds
veyru/1781736966,veyru,replace_learned,veyru/1779908251,gpt-5.4,gpt-5.4,closed,,TRUE,250,FALSE,0,10,25,7,0.09090909091,6.104023545,3.230101829,3.957836801,0.9777385126,72.28409091,protocol_learnability|phase=replace_learned|budget=250|model=gpt54|history=0|src=veyru/1779908251|ordered_easy_rounds
veyru/1781736969,veyru,replace_learned,veyru/1779908251,gpt-5.4,gpt-5.4,closed,,TRUE,250,FALSE,0,10,25,7,0.09090909091,6.464083249,3.193792317,3.975049915,0.9678366958,66.97938144,protocol_learnability|phase=replace_learned|budget=250|model=gpt54|history=0|src=veyru/1779908251|ordered_easy_rounds
veyru/1781736972,veyru,replace_learned,veyru/1779908251,gpt-5.4,gpt-5.4,closed,,TRUE,250,FALSE,0,10,25,7,0.09090909091,6.418177934,3.108047352,3.994344785,0.9565045154,67.89690722,protocol_learnability|phase=replace_learned|budget=250|model=gpt54|history=0|src=veyru/1779908251|ordered_easy_rounds
veyru/1781777367,veyru,replace_llama,veyru/1779908251,gpt-5.4,gpt-5.4,closed,llama,TRUE,250,FALSE,0,10,25,6,0,5.937993707,2.908891571,4.147105762,0.8532097115,109.8787879,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=0|src=veyru/1779908251|ordered_easy_rounds
veyru/1781777368,veyru,replace_llama,veyru/1779908251,gpt-5.4,gpt-5.4,closed,llama,TRUE,250,FALSE,0,10,25,6,0,5.779297835,2.793653975,4.138970548,0.8859084569,91.98571429,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=0|src=veyru/1779908251|ordered_easy_rounds
veyru/1781777370,veyru,replace_llama,veyru/1779908251,gpt-5.4,gpt-5.4,closed,llama,TRUE,250,FALSE,0,10,25,6,0,5.68091579,2.890156814,4.07036568,0.9004276273,89.75641026,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=0|src=veyru/1779908251|ordered_easy_rounds
veyru/1781779189,veyru,replace_llama,veyru/1779908251,gpt-5.4,gpt-5.4,closed,llama,TRUE,250,FALSE,1,10,25,7,0.09090909091,6.189364977,3.101292233,3.907607565,0.970728171,64.22580645,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=1|src=veyru/1779908251|ordered_easy_rounds
veyru/1781779384,veyru,replace_llama,veyru/1779908251,gpt-5.4,gpt-5.4,closed,llama,TRUE,250,FALSE,1,10,25,9,0.2727272727,6.689786227,3.198930383,3.784272638,1.02475741,60.54444444,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=1|src=veyru/1779908251|ordered_easy_rounds
veyru/1781779406,veyru,replace_llama,veyru/1779908251,gpt-5.4,gpt-5.4,closed,llama,TRUE,250,FALSE,1,10,25,10,0.3636363636,6.442627475,3.0881784,3.964704726,0.9685349153,63.05263158,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=1|src=veyru/1779908251|ordered_easy_rounds
veyru/1781782434,veyru,replace_llama,veyru/1779908251,gpt-5.4,gpt-5.4,closed,llama,TRUE,250,FALSE,5,10,25,10,0.3636363636,6.563373687,3.218640788,4.036447853,0.9596737368,64.04901961,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=5|src=veyru/1779908251|ordered_easy_rounds
veyru/1781782494,veyru,replace_llama,veyru/1779908251,gpt-5.4,gpt-5.4,closed,llama,TRUE,250,FALSE,5,10,25,9,0.2727272727,6.676831217,3.204392245,4.069662655,0.9513734681,64.89108911,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=5|src=veyru/1779908251|ordered_easy_rounds
veyru/1781782779,veyru,replace_llama,veyru/1779908251,gpt-5.4,gpt-5.4,closed,llama,TRUE,250,FALSE,5,10,25,8,0.1818181818,6.672813782,3.346566464,3.911794428,0.9898873771,57.82142857,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=5|src=veyru/1779908251|ordered_easy_rounds
veyru/1781786877,veyru,replace_llama,veyru/1779908251,gpt-5.4,gpt-5.4,closed,llama,TRUE,250,FALSE,10,10,25,9,0.2727272727,6.394346233,3.19412235,3.970423734,0.9771042822,61.38461538,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=10|src=veyru/1779908251|ordered_easy_rounds
veyru/1781786956,veyru,replace_llama,veyru/1779908251,gpt-5.4,gpt-5.4,closed,llama,TRUE,250,FALSE,10,10,25,9,0.2727272727,6.621858162,3.192252591,4.050703153,0.9501597677,65.67326733,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=10|src=veyru/1779908251|ordered_easy_rounds
veyru/1781786988,veyru,replace_llama,veyru/1779908251,gpt-5.4,gpt-5.4,closed,llama,TRUE,250,FALSE,10,10,25,7,0.09090909091,6.407859335,3.153651105,4.01083734,0.9400918961,69.26804124,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=10|src=veyru/1779908251|ordered_easy_rounds
veyru/1779915441,veyru,resume_expected,veyru/1779908251,gpt-5.4,gpt-5.4,closed,,TRUE,250,FALSE,10,10,25,10,0.3636363636,6.756220774,3.212948409,4.085745268,0.9466683623,66.6122449,protocol_learnability|phase=resume_expected|budget=250|model=gpt54|history=10|src=veyru/1779908251|ordered_easy_rounds
veyru/1780951478,veyru,resume_expected,veyru/1779908251,gpt-5.4,gpt-5.4,closed,,TRUE,250,FALSE,10,10,25,9,0.2727272727,6.726413345,3.214681989,4.06391754,0.9521545208,65.19,protocol_learnability|phase=resume_expected|budget=250|model=gpt54|history=10|src=veyru/1779908251|ordered_easy_rounds
veyru/1780951789,veyru,resume_expected,veyru/1779908251,gpt-5.4,gpt-5.4,closed,,TRUE,250,FALSE,10,10,25,9,0.2727272727,6.722822408,3.237308181,4.10046052,0.9468326529,66.81632653,protocol_learnability|phase=resume_expected|budget=250|model=gpt54|history=10|src=veyru/1779908251|ordered_easy_rounds
veyru/1780070988,veyru,resume_expected_no_postmortem,veyru/1779908251,gpt-5.4,gpt-5.4,closed,,TRUE,250,FALSE,10,10,25,7,0.09090909091,6.628771082,3.12916954,4.127390165,0.9389164949,68.73404255,protocol_learnability|phase=resume_expected_no_postmortem|budget=250|model=gpt54|history=10|src=veyru/1779908251|ordered_easy_rounds
veyru/1780952307,veyru,resume_expected_no_postmortem,veyru/1779908251,gpt-5.4,gpt-5.4,closed,,TRUE,250,FALSE,10,10,25,7,0.09090909091,6.358164316,3.102736259,4.065904275,0.930462845,70.82758621,protocol_learnability|phase=resume_expected_no_postmortem|budget=250|model=gpt54|history=10|src=veyru/1779908251|ordered_easy_rounds
veyru/1780952422,veyru,resume_expected_no_postmortem,veyru/1779908251,gpt-5.4,gpt-5.4,closed,,TRUE,250,FALSE,10,10,25,7,0.09090909091,6.719304967,3.176637209,4.095697736,0.942033187,67.93,protocol_learnability|phase=resume_expected_no_postmortem|budget=250|model=gpt54|history=10|src=veyru/1779908251|ordered_easy_rounds
veyru/1779909805,veyru,baseline,veyru/1779909805,gpt-5.4,gpt-5.4,closed,,TRUE,250,FALSE,,,15,11,,6.935622277,3.405548378,2.848458226,1.180533459,41.44262295,protocol_learnability|phase=baseline|budget=250|model=gpt54|rc=15|ordered_easy_rounds
veyru/1781742281,veyru,replace_cross_family,veyru/1779909805,gpt-5.4,gpt-5.4,closed,opus47,TRUE,250,FALSE,10,10,25,13,0.2727272727,7.315564117,3.214793002,2.841019504,1.225928372,34.125,protocol_learnability|phase=replace_cross_family|budget=250|model=gpt54|observer=opus47|history=10|src=veyru/1779909805|ordered_easy_rounds
veyru/1781742282,veyru,replace_cross_family,veyru/1779909805,gpt-5.4,gpt-5.4,closed,opus47,TRUE,250,FALSE,10,10,25,11,0.09090909091,6.555636162,3.213874016,2.904025613,1.155217716,51.98095238,protocol_learnability|phase=replace_cross_family|budget=250|model=gpt54|observer=opus47|history=10|src=veyru/1779909805|ordered_easy_rounds
veyru/1781742285,veyru,replace_cross_family,veyru/1779909805,gpt-5.4,gpt-5.4,closed,opus47,TRUE,250,FALSE,10,10,25,11,0.09090909091,6.630583235,3.209461839,2.870157582,1.164461348,51.32075472,protocol_learnability|phase=replace_cross_family|budget=250|model=gpt54|observer=opus47|history=10|src=veyru/1779909805|ordered_easy_rounds
veyru/1781715282,veyru,replace_learned,veyru/1779909805,gpt-5.4,gpt-5.4,closed,,TRUE,250,FALSE,10,10,25,17,0.6363636364,7.362946831,3.683496809,2.663406131,1.246808223,28.32624113,protocol_learnability|phase=replace_learned|budget=250|model=gpt54|history=10|src=veyru/1779909805|ordered_easy_rounds
veyru/1781715298,veyru,replace_learned,veyru/1779909805,gpt-5.4,gpt-5.4,closed,,TRUE,250,FALSE,10,10,25,19,0.8181818182,7.480441351,3.699744689,2.627797918,1.252398218,25.66666667,protocol_learnability|phase=replace_learned|budget=250|model=gpt54|history=10|src=veyru/1779909805|ordered_easy_rounds
veyru/1781715308,veyru,replace_learned,veyru/1779909805,gpt-5.4,gpt-5.4,closed,,TRUE,250,FALSE,10,10,25,20,0.9090909091,7.452332882,3.730286709,2.629683552,1.248789819,25.90780142,protocol_learnability|phase=replace_learned|budget=250|model=gpt54|history=10|src=veyru/1779909805|ordered_easy_rounds
veyru/1781723410,veyru,replace_learned,veyru/1779909805,gpt-5.4,gpt-5.4,closed,,TRUE,250,FALSE,5,10,25,20,0.9090909091,7.727428136,3.716112148,2.666754133,1.249247959,24.99315068,protocol_learnability|phase=replace_learned|budget=250|model=gpt54|history=5|src=veyru/1779909805|ordered_easy_rounds
veyru/1781723411,veyru,replace_learned,veyru/1779909805,gpt-5.4,gpt-5.4,closed,,TRUE,250,FALSE,5,10,25,19,0.8181818182,7.612183468,3.623210779,2.703526237,1.232375881,26.83333333,protocol_learnability|phase=replace_learned|budget=250|model=gpt54|history=5|src=veyru/1779909805|ordered_easy_rounds
veyru/1781723419,veyru,replace_learned,veyru/1779909805,gpt-5.4,gpt-5.4,closed,,TRUE,250,FALSE,5,10,25,18,0.7272727273,7.599143055,3.631573922,2.707281841,1.229325656,27.15503876,protocol_learnability|phase=replace_learned|budget=250|model=gpt54|history=5|src=veyru/1779909805|ordered_easy_rounds
veyru/1781731159,veyru,replace_learned,veyru/1779909805,gpt-5.4,gpt-5.4,closed,,TRUE,250,FALSE,1,10,25,14,0.3636363636,7.239603623,3.612266385,2.871013054,1.224980768,27.21857923,protocol_learnability|phase=replace_learned|budget=250|model=gpt54|history=1|src=veyru/1779909805|ordered_easy_rounds
veyru/1781731172,veyru,replace_learned,veyru/1779909805,gpt-5.4,gpt-5.4,closed,,TRUE,250,FALSE,1,10,25,13,0.2727272727,7.476818538,3.183550126,3.053409593,1.178609785,36.5,protocol_learnability|phase=replace_learned|budget=250|model=gpt54|history=1|src=veyru/1779909805|ordered_easy_rounds
veyru/1781731174,veyru,replace_learned,veyru/1779909805,gpt-5.4,gpt-5.4,closed,,TRUE,250,FALSE,1,10,25,16,0.5454545455,7.251223147,3.545790876,2.719260745,1.23744345,26.0969697,protocol_learnability|phase=replace_learned|budget=250|model=gpt54|history=1|src=veyru/1779909805|ordered_easy_rounds
veyru/1781736953,veyru,replace_learned,veyru/1779909805,gpt-5.4,gpt-5.4,closed,,TRUE,250,FALSE,0,10,25,11,0.09090909091,6.815176445,4.023872019,2.938272997,1.260080177,32.37820513,protocol_learnability|phase=replace_learned|budget=250|model=gpt54|history=0|src=veyru/1779909805|ordered_easy_rounds
veyru/1781736964,veyru,replace_learned,veyru/1779909805,gpt-5.4,gpt-5.4,closed,,TRUE,250,FALSE,0,10,25,11,0.09090909091,6.859251466,3.505093516,3.161018962,1.134608188,46.54782609,protocol_learnability|phase=replace_learned|budget=250|model=gpt54|history=0|src=veyru/1779909805|ordered_easy_rounds
veyru/1781736971,veyru,replace_learned,veyru/1779909805,gpt-5.4,gpt-5.4,closed,,TRUE,250,FALSE,0,10,25,12,0.1818181818,6.637311713,3.554859311,3.152126256,1.156889573,35.78472222,protocol_learnability|phase=replace_learned|budget=250|model=gpt54|history=0|src=veyru/1779909805|ordered_easy_rounds
veyru/1781777351,veyru,replace_llama,veyru/1779909805,gpt-5.4,gpt-5.4,closed,llama,TRUE,250,FALSE,0,10,25,10,0,6.358145787,3.245904875,3.203563829,1.075688762,71.53846154,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=0|src=veyru/1779909805|ordered_easy_rounds
veyru/1781777353,veyru,replace_llama,veyru/1779909805,gpt-5.4,gpt-5.4,closed,llama,TRUE,250,FALSE,0,10,25,10,0,6.493353504,3.264414504,3.208873675,1.086508717,64.59493671,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=0|src=veyru/1779909805|ordered_easy_rounds
veyru/1781777365,veyru,replace_llama,veyru/1779909805,gpt-5.4,gpt-5.4,closed,llama,TRUE,250,FALSE,0,10,25,10,0,6.287704724,3.116758598,3.286785689,1.074079988,67.8875,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=0|src=veyru/1779909805|ordered_easy_rounds
veyru/1781779474,veyru,replace_llama,veyru/1779909805,gpt-5.4,gpt-5.4,closed,llama,TRUE,250,FALSE,1,10,25,10,0,7.020646914,3.508466495,2.708947125,1.217894583,24.58598726,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=1|src=veyru/1779909805|ordered_easy_rounds
veyru/1781781246,veyru,replace_llama,veyru/1779909805,gpt-5.4,gpt-5.4,closed,llama,TRUE,250,FALSE,1,10,25,10,0,7.22909451,3.382637786,2.686093512,1.219504277,24.51968504,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=1|src=veyru/1779909805|ordered_easy_rounds
veyru/1781781255,veyru,replace_llama,veyru/1779909805,gpt-5.4,gpt-5.4,closed,llama,TRUE,250,FALSE,1,10,25,10,0,7.371061245,3.925877438,2.711496519,1.217378561,28.57575758,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=1|src=veyru/1779909805|ordered_easy_rounds
veyru/1781782795,veyru,replace_llama,veyru/1779909805,gpt-5.4,gpt-5.4,closed,llama,TRUE,250,FALSE,5,10,25,10,0,7.009507907,3.271629314,2.78810458,1.203586688,32.61538462,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=5|src=veyru/1779909805|ordered_easy_rounds
veyru/1781782799,veyru,replace_llama,veyru/1779909805,gpt-5.4,gpt-5.4,closed,llama,TRUE,250,FALSE,5,10,25,10,0,7.073101958,3.087654648,2.832692771,1.16582902,36.50955414,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=5|src=veyru/1779909805|ordered_easy_rounds
veyru/1781782972,veyru,replace_llama,veyru/1779909805,gpt-5.4,gpt-5.4,closed,llama,TRUE,250,FALSE,5,10,25,11,0.09090909091,6.955416598,3.091215496,2.807156807,1.212993487,25.89805825,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=5|src=veyru/1779909805|ordered_easy_rounds
veyru/1781786998,veyru,replace_llama,veyru/1779909805,gpt-5.4,gpt-5.4,closed,llama,TRUE,250,FALSE,10,10,25,10,0,6.744484145,3.316361682,3.002468763,1.142462096,47.41732283,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=10|src=veyru/1779909805|ordered_easy_rounds
veyru/1781787085,veyru,replace_llama,veyru/1779909805,gpt-5.4,gpt-5.4,closed,llama,TRUE,250,FALSE,10,10,25,12,0.1818181818,7.149551592,3.344940982,2.936896593,1.221973338,35.29710145,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=10|src=veyru/1779909805|ordered_easy_rounds
veyru/1781787142,veyru,replace_llama,veyru/1779909805,gpt-5.4,gpt-5.4,closed,llama,TRUE,250,FALSE,10,10,25,13,0.2727272727,7.029728638,3.272548209,3.070586113,1.156384849,42.60330579,protocol_learnability|phase=replace_llama|budget=250|model=gpt54|observer=llama|history=10|src=veyru/1779909805|ordered_easy_rounds
veyru/1779928948,veyru,resume_expected,veyru/1779909805,gpt-5.4,gpt-5.4,closed,,TRUE,250,FALSE,10,10,25,19,0.8181818182,7.517892992,3.679570912,2.691094977,1.234240043,25.82089552,protocol_learnability|phase=resume_expected|budget=250|model=gpt54|history=10|src=veyru/1779909805|ordered_easy_rounds
veyru/1779929106,veyru,resume_expected,veyru/1779909805,gpt-5.4,gpt-5.4,closed,,TRUE,250,FALSE,10,10,25,20,0.9090909091,7.476506734,3.63667436,2.696265846,1.230835342,27.68992248,protocol_learnability|phase=resume_expected|budget=250|model=gpt54|history=10|src=veyru/1779909805|ordered_easy_rounds
veyru/1780952091,veyru,resume_expected,veyru/1779909805,gpt-5.4,gpt-5.4,closed,,TRUE,250,FALSE,10,10,25,21,1,7.527349472,3.698831955,2.653121572,1.241822331,23.53488372,protocol_learnability|phase=resume_expected|budget=250|model=gpt54|history=10|src=veyru/1779909805|ordered_easy_rounds
veyru/1780077156,veyru,resume_expected_no_postmortem,veyru/1779909805,gpt-5.4,gpt-5.4,closed,,TRUE,250,FALSE,10,10,25,18,0.7272727273,7.567135384,3.664565307,2.700167817,1.229208613,27.28030303,protocol_learnability|phase=resume_expected_no_postmortem|budget=250|model=gpt54|history=10|src=veyru/1779909805|ordered_easy_rounds
veyru/1780077885,veyru,resume_expected_no_postmortem,veyru/1779909805,gpt-5.4,gpt-5.4,closed,,TRUE,250,FALSE,10,10,25,18,0.7272727273,7.513736687,3.682015311,2.694503818,1.235400927,26.21428571,protocol_learnability|phase=resume_expected_no_postmortem|budget=250|model=gpt54|history=10|src=veyru/1779909805|ordered_easy_rounds
veyru/1780077892,veyru,resume_expected_no_postmortem,veyru/1779909805,gpt-5.4,gpt-5.4,closed,,TRUE,250,FALSE,10,10,25,19,0.8181818182,7.531688786,3.68293604,2.683047648,1.233595972,25.02325581,protocol_learnability|phase=resume_expected_no_postmortem|budget=250|model=gpt54|history=10|src=veyru/1779909805|ordered_easy_rounds
veyru/1779978245,veyru,baseline,veyru/1779978245,gpt-5.4,gpt-5.4,closed,,TRUE,250,FALSE,,,15,6,,5.632286265,3.227677217,3.523978762,0.991292319,87.29787234,protocol_learnability|phase=baseline|budget=250|model=gpt54|rc=15|ordered_easy_rounds
veyru/1781742277,veyru,replace_cross_family,veyru/1779978245,gpt-5.4,gpt-5.4,closed,opus47,TRUE,250,FALSE,10,10,25,7,0.09090909091,5.481118633,3.244370974,3.012824156,1.193107341,74.1978022,protocol_learnability|phase=replace_cross_family|budget=250|model=gpt54|observer=opus47|history=10|src=veyru/1779978245|ordered_easy_rounds
veyru/1781742278,veyru,replace_cross_family,veyru/1779978245,gpt-5.4,gpt-5.4,closed,opus47,TRUE,250,FALSE,10,10,25,7,0.09090909091,5.490747558,3.276530266,3.436884867,0.9756438891,82.70588235,protocol_learnability|phase=replace_cross_family|budget=250|model=gpt54|observer=opus47|history=10|src=veyru/1779978245|ordered_easy_rounds
veyru/1781742287,veyru,replace_cross_family,veyru/1779978245,gpt-5.4,gpt-5.4,closed,opus47,TRUE,250,FALSE,10,10,25,7,0.09090909091,6.231384404,3.175888468,3.409436692,1.030139008,81.43373494,protocol_learnability|phase=replace_cross_family|budget=250|model=gpt54|observer=opus47|history=10|src=veyru/1779978245|ordered_easy_rounds
veyru/1781715283,veyru,replace_learned,veyru/1779978245,gpt-5.4,gpt-5.4,closed,,TRUE,250,FALSE,10,10,25,7,0.09090909091,5.857536716,3.407458624,3.253341634,1.077847614,71.83,protocol_learnability|phase=replace_learned|budget=250|model=gpt54|history=10|src=veyru/1779978245|ordered_easy_rounds
veyru/1781715286,veyru,replace_learned,veyru/1779978245,gpt-5.4,gpt-5.4,closed,,TRUE,250,FALSE,10,10,25,7,0.09090909091,5.496889876,3.159291731,3.3142009,1.054804672,78.05494505,protocol_learnability|phase=replace_learned|budget=250|model=gpt54|history=10|src=veyru/1779978245|ordered_easy_rounds
veyru/1781715288,veyru,replace_learned,veyru/1779978245,gpt-5.4,gpt-5.4,closed,,TRUE,250,FALSE,10,10,25,7,0.09090909091,5.473874469,3.199192694,3.488399509,1.024095508,80.50549451,protocol_learnability|phase=replace_learned|budget=250|model=gpt54|history=10|src=veyru/1779978245|ordered_easy_rounds
veyru/1781723406,veyru,replace_learned,veyru/1779978245,gpt-5.4,gpt-5.4,closed,,TRUE,250,FALSE,5,10,25,7,0.09090909091,5.526409631,3.45730893,3.011977322,1.169085076,72.26804124,protocol_learnability|phase=replace_learned|budget=250|model=gpt54|history=5|src=veyru/1779978245|ordered_easy_rounds
veyru/1781723413,veyru,replace_learned,veyru/1779978245,gpt-5.4,gpt-5.4,closed,,TRUE,250,FALSE,5,10,25,7,0.09090909091,5.456401242,3.548583212,3.088846951,1.141115838,74.57446809,protocol_learnability|phase=replace_learned|budget=250|model=gpt54|history=5|src=veyru/1779978245|ordered_easy_rounds
veyru/1781723414,veyru,replace_learned,veyru/1779978245,gpt-5.4,gpt-5.4,closed,,TRUE,250,FALSE,5,10,25,7,0.09090909091,5.496952149,3.679028897,2.885020194,1.249909439,68.73786408,protocol_learnability|phase=replace_learned|budget=250|model=gpt54|history=5|src=veyru/1779978245|ordered_easy_rounds
veyru/1781731165,veyru,replace_learned,veyru/1779978245,gpt-5.4,gpt-5.4,closed,,TRUE,250,FALSE,1,10,25,7,0.09090909091,5.992633576,2.963256662,3.663847315,0.9792421566,81.35555556,protocol_learnability|phase=replace_learned|budget=250|model=gpt54|history=1|src=veyru/1779978245|ordered_easy_rounds
veyru/1781731170,veyru,replace_learned,veyru/1779978245,gpt-5.4,gpt-5.4,closed,,TRUE,250,FALSE,1,10,25,7,0.09090909091,5.570772615,3.01458171,3.706196965,0.9584271332,84.31395349,protocol_learnability|phase=replace_learned|budget=250|model=gpt54|history=1|src=veyru/1779978245|ordered_easy_rounds
veyru/1781731176,veyru,replace_learned,veyru/1779978245,gpt-5.4,gpt-5.4,closed,,TRUE,250,FALSE,1,10,25,7,0.09090909091,5.540875216,3.025458339,3.712805584,0.9651541752,80.11494253,protocol_learnability|phase=replace_learned|budget=250|model=gpt54|history=1|src=veyru/1779978245|ordered_easy_rounds
veyru/1781736948,veyru,replace_learned,veyru/1779978245,gpt-5.4,gpt-5.4,closed,,TRUE,250,FALSE,0,10,25,7,0.09090909091,5.52755677,3.302892186,3.557931215,1.018361903,71.75490196,protocol_learnability|phase=replace_learned|budget=250|model=gpt54|history=0|src=veyru/1779978245|ordered_easy_rounds
veyru/1781736960,veyru,replace_learned,veyru/1779978245,gpt-5.4,gpt-5.4,closed,,TRUE,250,FALSE,0,10,25,6,0,5.9586362,3.138971056,3.778694922,0.9813578258,74.59340659,protocol_learnability|phase=replace_learned|budget=250|model=gpt54|history=0|src=veyru/1779978245|ordered_easy_rounds
veyru/1781736970,veyru,replace_learned,veyru/1779978245,gpt-5.4,gpt-5.4,closed,,TRUE,250,FALSE,0,10,25,7,0.09090909091,5.650006175,3.220930299,3.618082001,1.002794931,65.19444444,protocol_learnability|phase=replace_learned|budget=250|model=gpt54|history=0|src=veyru/1779978245|ordered_easy_rounds
